paso,loss_antes,grad_norm,change_norm,w1_antes,w2_antes,b_antes,grad_w1,grad_w2,grad_b,w1_despues,w2_despues,b_despues
18,0.481906196055791,0.11911632903247107,0.059558164516235454,0.4195887953686999,0.4195887953686999,-1.1326765247182697,-0.06098389727144475,-0.06098389727144475,0.08216220779253475,0.4500807440044223,0.4500807440044223,-1.173757628614537
19,0.47486875836936265,0.11721179232446315,0.05860589616223157,0.4500807440044223,0.4500807440044223,-1.173757628614537,-0.060347929002163764,-0.060347929002163764,0.08034213832238149,0.48025470850550417,0.48025470850550417,-1.2139286977757278
20,0.46805357420389376,0.11537049647919492,0.057685248239597475,0.48025470850550417,0.48025470850550417,-1.2139286977757278,-0.05965722714799311,-0.05965722714799311,0.07869168924277478,0.5100833220795007,0.5100833220795007,-1.2532745423971152
21,0.46144997764663587,0.11358703353577401,0.05679351676788704,0.5100833220795007,0.5100833220795007,-1.2532745423971152,-0.05892695007521978,-0.05892695007521978,0.07718318014387696,0.5395467971171106,0.5395467971171106,-1.2918661324690537
22,0.4550482113438403,0.1118573548996113,0.055928677449805626,0.5395467971171106,0.5395467971171106,-1.2918661324690537,-0.05816930471861252,-0.05816930471861252,0.07579400914481302,0.5686314494764169,0.5686314494764169,-1.3297631370414602
23,0.44883924273830583,0.11017832367288084,0.055089161836440415,0.5686314494764169,0.5686314494764169,-1.3297631370414602,-0.05739409539405549,-0.05739409539405549,0.07450569532030564,0.5973284971734446,0.5973284971734446,-1.367015984701613
24,0.44281463805488575,0.10854741531583287,0.05427370765791654,0.5973284971734446,0.5973284971734446,-1.367015984701613,-0.05660916904665714,-0.05660916904665714,0.07330310587854992,0.6256330816967732,0.6256330816967732,-1.403667537640888
25,0.4369664743747642,0.10696251812830843,0.05348125906415419,0.6256330816967732,0.6256330816967732,-1.403667537640888,-0.055820777580805586,-0.055820777580805586,0.07217383088694387,0.653543470487176,0.653543470487176,-1.43975445308436
26,0.4312872768523061,0.10542180079591836,0.05271090039795925,0.653543470487176,0.653543470487176,-1.43975445308436,-0.055033873377535,-0.055033873377535,0.07110767641531525,0.6810604071759435,0.6810604071759435,-1.4753082912920177
27,0.42576997255495685,0.10392362489205438,0.05196181244602721,0.6810604071759435,0.6810604071759435,-1.4753082912920177,-0.05425235069969396,-0.05425235069969396,0.07009625309400822,0.7081865825257905,0.7081865825257905,-1.5103564178390219
28,0.42040785532744634,0.10246648742442906,0.051233243712214514,0.7081865825257905,0.7081865825257905,-1.5103564178390219,-0.05347924309561211,-0.05347924309561211,0.06913264179055742,0.7349262040735965,0.7349262040735965,-1.5449227387343005
29,0.4151945580082515,0.10104898338162259,0.05052449169081126,0.7349262040735965,0.7349262040735965,-1.5449227387343005,-0.052716884914556256,-0.052716884914556256,0.0682111217637586,0.7612846465308747,0.7612846465308747,-1.5790282996161797
30,0.4101240295959312,0.09966978152553416,0.04983489076276705,0.7612846465308747,0.7612846465308747,-1.5790282996161797,-0.05196704348675733,-0.05196704348675733,0.0673269495212627,0.7872681682742534,0.7872681682742534,-1.612691774376811
31,0.40519051579811993,0.09832760889915879,0.04916380444957946,0.7872681682742534,0.7872681682742534,-1.612691774376811,-0.05123102728753087,-0.05123102728753087,0.06647617887600388,0.8128836819180189,0.8128836819180189,-1.645929863814813
32,0.40038854194392964,0.09702124102026667,0.04851062051013334,0.8128836819180189,0.8128836819180189,-1.645929863814813,-0.05050977442075616,-0.05050977442075616,0.06565551450595242,0.8381385691283969,0.8381385691283969,-1.6787576210677893
33,0.3957128975988101,0.09574949574360077,0.047874747871800384,0.8381385691283969,0.8381385691283969,-1.6787576210677893,-0.049803924965034316,-0.049803924965034316,0.0648621927728957,0.8630405316109141,0.8630405316109141,-1.711188717454237
34,0.39115862245418276,0.09451122945519232,0.047255614727596054,0.8630405316109141,0.8630405316109141,-1.711188717454237,-0.04911388008449463,-0.04911388008449463,0.06409388472564113,0.8875974716531614,0.8875974716531614,-1.7432356598170575
35,0.38672099321521397,0.09330533471947053,0.04665266735973522,0.8875974716531614,0.8875974716531614,-1.7432356598170575,-0.048439850284223415,-0.048439850284223415,0.06334861715930724,0.9118173967952731,0.9118173967952731,-1.7749099683967111
36,0.38239551130725363,0.09213073880566054,0.04606536940283035,0.9118173967952731,0.9118173967952731,-1.7749099683967111,-0.047781894763841454,-0.047781894763841454,0.06262470837002922,0.9357083441771938,0.9357083441771938,-1.8062223225817258
37,0.37817789128344825,0.0909864027237575,0.045493201361878684,0.9357083441771938,0.9357083441771938,-1.8062223225817258,-0.04713995347345008,-0.04713995347345008,0.061920715868372445,0.9592783209139188,0.9592783209139188,-1.837182680515912
38,0.3740640498551894,0.08987132053548658,0.044935660267743205,0.9592783209139188,0.9592783209139188,-1.837182680515912,-0.04651387318951632,-0.04651387318951632,0.06123539382261996,0.982535257508677,0.982535257508677,-1.8678003774272218
39,0.37005009549147927,0.08878451879466857,0.04439225939733436,0.982535257508677,0.982535257508677,-1.8678003774272218,-0.04590342869277578,-0.04590342869277578,0.060567658416809854,1.005486971855065,1.005486971855065,-1.8980842066356267
40,0.36613231854830963,0.08772505602956006,0.04386252801478007,1.005486971855065,1.005486971855065,-1.8980842066356267,-0.04530833993664132,-0.04530833993664132,0.05991655964556842,1.0281411418233857,1.0281411418233857,-1.928042486458411
41,0.362307181898204,0.08669202221730544,0.043346011108652785,1.0281411418233857,1.0281411418233857,-1.928042486458411,-0.04472828593542201,-0.04472828593542201,0.05928125834261653,1.0505052847910967,1.0505052847910967,-1.9576831156297192
42,0.3585713120354303,0.08568453822455337,0.042842269112276794,1.0505052847910967,1.0505052847910967,-1.9576831156297192,-0.04416291597076755,-0.04416291597076755,0.0586610074638409,1.0725867427764806,1.0725867427764806,-1.9870136193616397
43,0.3549214906354766,0.08470175520319571,0.042350877601597954,1.0725867427764806,1.0725867427764806,-1.9870136193616397,-0.04361185860715125,-0.04361185860715125,0.05805513682837882,1.0943926720800563,1.0943926720800563,-2.016041187775829
44,0.3513546465491309,0.08374285393920004,0.04187142696960001,1.0943926720800563,1.0943926720800563,-2.016041187775829,-0.04307472891877781,-0.04307472891877781,0.057463040669893245,1.1159300365394451,1.1159300365394451,-2.044772708110776
45,0.3478678482124844,0.08280704415769763,0.041403522078848634,1.1159300365394451,1.1159300365394451,-2.044772708110776,-0.04255113425765983,-0.04255113425765983,0.05688416747134567,1.137205603668275,1.137205603668275,-2.0732147918464485
46,0.3444582964547534,0.08189356379023928,0.040946781895119515,1.137205603668275,1.137205603668275,-2.0732147918464485,-0.04204067883296121,-0.04204067883296121,0.05631801165518545,1.1582259430847555,1.1582259430847555,-2.101373797674041
47,0.3411233176861951,0.08100167821135036,0.04050083910567499,1.1582259430847555,1.1582259430847555,-2.101373797674041,-0.041542967322753754,-0.041542967322753754,0.055764106781122036,1.1789974267461323,1.1789974267461323,-2.129255851064602
48,0.3378603574487078,0.0801306794517989,0.040065339725899395,1.1789974267461323,1.1789974267461323,-2.129255851064602,-0.04105760769917137,-0.04105760769917137,0.055222019968929364,1.199526230595718,1.199526230595718,-2.1568668610490667
49,0.3346669743120281,0.07927988539572695,0.0396399426978637,1.199526230595718,1.199526230595718,-2.1568668610490667,-0.04058421341501835,-0.04058421341501835,0.05469134731681136,1.2198183373032272,1.2198183373032272,-2.1842125347074726
50,0.33154083409878565,0.07844863896823208,0.039224319484116116,1.2198183373032272,1.2198183373032272,-2.1842125347074726,-0.040122405072893066,-0.040122405072893066,0.05417171012900912,1.2398795398396738,1.2398795398396738,-2.211298389771977
51,0.3284797044220902,0.0776363073192796,0.03881815365963981,1.2398795398396738,1.2398795398396738,-2.211298389771977,-0.03967181167577258,-0.03967181167577258,0.053662751801391045,1.25971544567756,1.25971544567756,-2.2381297656726726
52,0.3254814495197729,0.07684228100907665,0.038421140504538355,1.25971544567756,1.25971544567756,-2.2381297656726726,-0.03923207153988667,-0.03923207153988667,0.05316413524225079,1.2793314814475034,1.2793314814475034,-2.264711833293798
53,0.322544025369915,0.07606597319929949,0.038032986599649904,1.2793314814475034,1.2793314814475034,-2.264711833293798,-0.03880283293587622,-0.03880283293587622,0.0526755407286675,1.2987328979154416,1.2987328979154416,-2.291049603658132
54,0.3196654750728286,0.07530681885387162,0.03765340942693571,1.2987328979154416,1.2987328979154416,-2.291049603658132,-0.038383754512084464,-0.038383754512084464,0.05219666411756508,1.3179247751714838,1.3179247751714838,-2.3171479357169145
55,0.3168439244852293,0.0745642739523569,0.03728213697617861,1.3179247751714838,1.3179247751714838,-2.3171479357169145,-0.03797450554389341,-0.03797450554389341,0.05172721534584815,1.3369120279434306,1.3369120279434306,-2.3430115433898386
56,0.3140775780929233,0.0738378147184648,0.036918907359232374,1.3369120279434306,1.3369120279434306,-2.3430115433898386,-0.03757476604488254,-0.03757476604488254,0.0512669171663659,1.3556994109658718,1.3556994109658718,-2.3686450019730216
57,0.31136471510893116,0.07312693686566614,0.03656346843283301,1.3556994109658718,1.3556994109658718,-2.3686450019730216,-0.03718422676893389,-0.03718422676893389,0.050815504076493455,1.3742915243503386,1.3742915243503386,-2.3940527540112684
58,0.30870368578457197,0.07243115486148272,0.03621557743074127,1.3742915243503386,1.3742915243503386,-2.3940527540112684,-0.03680258912696742,-0.03680258912696742,0.050372721404261356,1.3926928189138224,1.3926928189138224,-2.419239114713399
59,0.3060929079216273,0.07175000121163867,0.03587500060581941,1.3926928189138224,1.3926928189138224,-2.419239114713399,-0.03642956503753811,-0.03642956503753811,0.0499383245235732,1.4109076014325914,1.4109076014325914,-2.4442082769751856
60,0.30353086357429754,0.07108302576493988,0.0355415128824699,1.4109076014325914,1.4109076014325914,-2.4442082769751856,-0.036064876726890016,-0.036064876726890016,0.04951207817540647,1.4289400397960363,1.4289400397960363,-2.468964316062889
61,0.3010160959302368,0.07042979503947376,0.03521489751973687,1.4289400397960363,1.4289400397960363,-2.468964316062889,-0.035708256491087303,-0.035708256491087303,0.04909375587623872,1.44679416804158,1.44679416804158,-2.4935111940010084
62,0.29854720636051824,0.06978989157049008,0.034894945785244845,1.44679416804158,1.44679416804158,-2.4935111940010084,-0.035359446430413374,-0.035359446430413374,0.048683139398463374,1.4644738912567865,1.4644738912567865,-2.51785276370024
63,0.2961228516289215,0.06916291328012927,0.03458145664006464,1.4644738912567865,1.4644738912567865,-2.51785276370024,-0.035018198164243994,-0.035018198164243994,0.048280018310416575,1.4819829903389086,1.4819829903389086,-2.541992772855448
64,0.29374174125146346,0.06854847286900133,0.034274236434500616,1.4819829903389086,1.4819829903389086,-2.541992772855448,-0.03468427253298019,-0.03468427253298019,0.047884189565953014,1.4993251266053986,1.4993251266053986,-2.5659348676384246
65,0.2914026349975898,0.06794619722948415,0.033973098614742014,1.4993251266053986,1.4993251266053986,-2.5659348676384246,-0.03435743929230296,-0.03435743929230296,0.0474954571353871,1.51650384625155,1.51650384625155,-2.589682596206118
66,0.289104340524934,0.06735572688049925,0.033677863440249735,1.51650384625155,1.51650384625155,-2.589682596206118,-0.034037476803934555,-0.034037476803934555,0.04711363167113784,1.5335225846535174,1.5335225846535174,-2.613239412041687
67,0.28684571114000473,0.06677671542343161,0.03338835771171568,1.5335225846535174,1.5335225846535174,-2.613239412041687,-0.03372417172621309,-0.03372417172621309,0.04673853020264704,1.550384670516624,1.550384670516624,-2.6366086771430104
68,0.2846256436776018,0.06620882901878924,0.03310441450939461,1.550384670516624,1.550384670516624,-2.6366086771430104,-0.03341731870706806,-0.03341731870706806,0.04636997585614798,1.567093329870158,1.567093329870158,-2.6597936650710845
69,0.2824430764921774,0.06565174588313834,0.03282587294156911,1.567093329870158,1.567093329870158,-2.6597936650710845,-0.033116720081407605,-0.033116720081407605,0.046007797595663716,1.5836516899108617,1.5836516899108617,-2.6827975638689163
70,0.28029698755475413,0.06510515580580686,0.032552577902903494,1.5836516899108617,1.5836516899108617,-2.6827975638689163,-0.03282218557445145,-0.03282218557445145,0.04565182998227925,1.6000627826980873,1.6000627826980873,-2.705623478860056
71,0.2781863926493814,0.0645687596848142,0.032284379842407264,1.6000627826980873,1.6000627826980873,-2.705623478860056,-0.03253353201216475,-0.03253353201216475,0.04530191294925845,1.6163295487041698,1.6163295487041698,-2.7282744353346855
72,0.27611034366347037,0.06404226908145998,0.03202113454072989,1.6163295487041698,1.6163295487041698,-2.7282744353346855,-0.03225058303963431,-0.03225058303963431,0.04495789159101469,1.632454840223987,1.632454840223987,-2.7507533811301927
73,0.2740679269666758,0.06352540579298875,0.0317627028964944,1.632454840223987,1.632454840223987,-2.7507533811301927,-0.0319731688479836,-0.0319731688479836,0.04461961596428807,1.6484414246479786,1.6484414246479786,-2.773063189112337
74,0.27205826187331184,0.06301790144273582,0.03150895072136801,1.6484414246479786,1.6484414246479786,-2.773063189112337,-0.03170112591021811,-0.03170112591021811,0.04428694090017239,1.6642919876030877,1.6642919876030877,-2.795206659562423
75,0.27008049918358323,0.06251949708715553,0.03125974854357775,1.6642919876030877,1.6642919876030877,-2.795206659562423,-0.031434296726235274,-0.031434296726235274,0.043959725825860614,1.6800091359662053,1.6800091359662053,-2.8171865224753536
76,0.26813381979919537,0.0620299428391322,0.031014971419566034,1.6800091359662053,1.6800091359662053,-2.8171865224753536,-0.03117252957710402,-0.03117252957710402,0.04363783459516705,1.6955954007547573,1.6955954007547573,-2.839005439772937
77,0.2662174334091659,0.061548997506978106,0.030774498753489046,1.6955954007547573,1.6955954007547573,-2.839005439772937,-0.030915678288617368,-0.030915678288617368,0.043321135327036644,1.711053239899066,1.711053239899066,-2.860666007436455
78,0.26433057724191383,0.06107642824852852,0.03053821412426449,1.711053239899066,1.711053239899066,-2.860666007436455,-0.03066360200404386,-0.03066360200404386,0.043009500251372915,1.7263850409010881,1.7263850409010881,-2.882170757562142
79,0.2624725148799292,0.06061201023975389,0.03030600511987705,1.7263850409010881,1.7263850409010881,-2.882170757562142,-0.0304161649659402,-0.0304161649659402,0.04270280556161919,1.7415931233840583,1.7415931233840583,-2.9035221603429515
80,0.2606425351335504,0.06015552635731996,0.03007776317865995,1.7415931233840583,1.7415931233840583,-2.9035221603429515,-0.030173236306841385,-0.030173236306841385,0.042400931273608056,1.7566797415374789,1.7566797415374789,-2.9247226259797556
81,0.2588399509705786,0.059706766874539234,0.02985338343726979,1.7566797415374789,1.7566797415374789,-2.9247226259797556,-0.029934689848609558,-0.029934689848609558,0.042103761090259845,1.7716470864617837,1.7716470864617837,-2.9457745065248857
82,0.2570640984986534,0.05926552917017173,0.029632764585085812,1.7716470864617837,1.7716470864617837,-2.9457745065248857,-0.02970040391019582,-0.02970040391019582,0.04181118227176703,1.7864972884168817,1.7864972884168817,-2.966680097660769
83,0.25531433599749587,0.05883161744954775,0.029415808724773968,1.7864972884168817,1.7864972884168817,-2.966680097660769,-0.029470261123551188,-0.029470261123551188,0.041523085510946155,1.8012324189786573,1.8012324189786573,-2.9874416404162423
84,0.2535900429982958,0.058404842477501225,0.02920242123875083,1.8012324189786573,1.8012324189786573,-2.9874416404162423,-0.029244148257412686,-0.029244148257412686,0.04123936481347239,1.8158544931073637,1.8158544931073637,-3.0080613228229787
85,0.2518906194076779,0.057985021322618194,0.02899251066130904,1.8158544931073637,1.8158544931073637,-3.0080613228229787,-0.02902195604867954,-0.02902195604867954,0.040959917382747645,1.8303654711317034,1.8303654711317034,-3.0285412815143524
86,0.2502154846738359,0.05757197711232206,0.028785988556161175,1.8303654711317034,1.8303654711317034,-3.0285412815143524,-0.028803579041096268,-0.028803579041096268,0.040684643509171545,1.8447672606522516,1.8447672606522516,-3.0488836032689384
87,0.2485640769925616,0.057165538798333346,0.028582769399166683,1.8447672606522516,1.8447672606522516,-3.0488836032689384,-0.028588915430955014,-0.028588915430955014,0.040413446463611086,1.8590617183677292,1.8590617183677292,-3.069090326500744
88,0.24693585255102954,0.05676554093205882,0.02838277046602945,1.8590617183677292,1.8590617183677292,-3.069090326500744,-0.028377866919534457,-0.028377866919534457,0.04014623239487897,1.8732506518274963,1.8732506518274963,-3.0891634426981835
89,0.24533028480732288,0.05637182344948117,0.02818591172474055,1.8732506518274963,1.8732506518274963,-3.0891634426981835,-0.028170338571996474,-0.028170338571996474,0.03988291023104571,1.8873358211134945,1.8873358211134945,-3.1091048978137064
90,0.24374686380380262,0.05598423146513726,0.02799211573256877,1.8873358211134945,1.8873358211134945,-3.1091048978137064,-0.027966238682466664,-0.027966238682466664,0.03962339158442491,1.901318940454728,1.901318940454728,-3.128916593605919
91,0.24218509551253128,0.055602615074788544,0.027801307537394345,1.901318940454728,1.901318940454728,-3.128916593605919,-0.027765478645033558,-0.027765478645033558,0.03936759066007815,1.9152016797772446,1.9152016797772446,-3.148600388935958
92,0.24064450121106631,0.05522682916640374,0.027613414583202007,1.9152016797772446,1.9152016797772446,-3.148600388935958,-0.02756797283040663,-0.02756797283040663,0.03911542416769971,1.928985666192448,1.928985666192448,-3.168158101019808
93,0.23912461688703457,0.05485673323908906,0.02742836661954456,1.928985666192448,1.928985666192448,-3.168158101019808,-0.027373638467983873,-0.027373638467983873,0.03886681123674549,1.9426724854264399,1.9426724854264399,-3.187591506638181
94,0.23762499266998993,0.054492191229616335,0.027246095614808164,1.9426724854264399,1.9426724854264399,-3.187591506638181,-0.02718239553308719,-0.02718239553308719,0.03862167333467931,1.9562636831929834,1.9562636831929834,-3.206902343305521
95,0.23614519228914188,0.05413307134621421,0.027066535673107177,1.9562636831929834,1.9562636831929834,-3.206902343305521,-0.026994166639132254,-0.026994166639132254,0.038379934188216586,1.9697607665125496,1.9697607665125496,-3.226092310399629
96,0.23468479255562313,0.05377924590930201,0.026889622954650926,1.9697607665125496,1.9697607665125496,-3.226092310399629,-0.0268088769345102,-0.0268088769345102,0.0381415197074494,1.9831652049798048,1.9831652049798048,-3.2451630702533536
97,0.23324338286803822,0.05343059119885918,0.02671529559942964,1.9831652049798048,1.9831652049798048,-3.2451630702533536,-0.026626454003965648,-0.026626454003965648,0.037906357912743494,1.9964784319817876,1.9964784319817876,-3.2641162492097253
98,0.2318205647401081,0.053086987308136976,0.026543493654068676,1.9964784319817876,1.9964784319817876,-3.2641162492097253,-0.02644682777426549,-0.02644682777426549,0.03767437886430214,2.0097018458689204,2.0097018458689204,-3.2829534386418766
99,0.23041595134928972,0.052748318003431834,0.02637415900171581,2.0097018458689204,2.0097018458689204,-3.2829534386418766,-0.026269930423961377,-0.026269930423961377,0.0374455145942959,2.022836811080901,2.022836811080901,-3.3016761959390246
100,0.22902916710531515,0.052414470589652144,0.02620723529482623,2.022836811080901,2.022836811080901,-3.3016761959390246,-0.026095696297057693,-0.026095696297057693,0.037219699041461475,2.03588465922943,2.03588465922943,-3.3202860454597554
101,0.2276598472376486,0.05208533578142199,0.026042667890710955,2.03588465922943,2.03588465922943,-3.3202860454597554,-0.02592406182040466,-0.02592406182040466,0.036996867988076415,2.0488466901396323,2.0488466901396323,-3.3387844794537935
102,0.22630763740092147,0.051760807579477236,0.025880403789738573,2.0488466901396323,2.0488466901396323,-3.3387844794537935,-0.025754965424645018,-0.025754965424645018,0.036776958999220524,2.061724172851955,2.061724172851955,-3.3571729589534036
103,0.22497219329745138,0.0514407831521198,0.025720391576059785,2.061724172851955,2.061724172851955,-3.3571729589534036,-0.025588347468549398,-0.025588347468549398,0.0365599113642385,2.0745183465862294,2.0745183465862294,-3.375452914635523
104,0.2236531803160039,0.051125162721507064,0.02556258136075386,2.0745183465862294,2.0745183465862294,-3.375452914635523,-0.025424150166584628,-0.025424150166584628,0.036345666040320204,2.087230421669522,2.087230421669522,-3.3936257476556833
105,0.22235027318599992,0.05081384945456302,0.025406924727281448,2.087230421669522,2.087230421669522,-3.3936257476556833,-0.02526231751956537,-0.02526231751956537,0.0361341655981194,2.0998615804293044,2.0998615804293044,-3.411692830454743
106,0.2210631556464162,0.05050674935830773,0.025253374679153784,2.0998615804293044,2.0998615804293044,-3.411692830454743,-0.02510279524824731,-0.02510279524824731,0.0359253541693337,2.112412978053428,2.112412978053428,-3.42965550753941
107,0.219791520128664,0.05020377117941057,0.025101885589705258,2.112412978053428,2.112412978053428,-3.42965550753941,-0.02494553072972508,-0.02494553072972508,0.035719177396173314,2.1248857434182904,2.1248857434182904,-3.4475150962374967
108,0.21853506745277487,0.049904826307782306,0.024952413153891292,2.1248857434182904,2.1248857434182904,-3.4475150962374967,-0.024790472936507636,-0.024790472936507636,0.035515582382645586,2.1372809798865444,2.1372809798865444,-3.4652728874288194
109,0.2172935065362533,0.04960982868402863,0.024804914342014404,2.1372809798865444,2.1372809798865444,-3.4652728874288194,-0.02463757237814692,-0.02463757237814692,0.035314517647588126,2.149599766075618,2.149599766075618,-3.4829301462526137
110,0.21606655411499132,0.04931869471059642,0.0246593473552982,2.149599766075618,2.149599766075618,-3.4829301462526137,-0.024486781045302844,-0.024486781045302844,0.03511593307938444,2.161843156598269,2.161843156598269,-3.500488112792306
111,0.21485393447567583,0.04903134316645192,0.024515671583225842,2.161843156598269,2.161843156598269,-3.500488112792306,-0.024338052356133788,-0.024338052356133788,0.03491977989229818,2.174012182776336,2.174012182776336,-3.517948002738455
112,0.21365537919914301,0.048747695125136506,0.024373847562568055,2.174012182776336,2.174012182776336,-3.517948002738455,-0.024191341104905666,-0.024191341104905666,0.03472601058436543,2.1861078533287888,2.1861078533287888,-3.5353110080306376
113,0.21247062691416915,0.04846767387605399,0.02423383693802681,2.1861078533287888,2.1861078533287888,-3.5353110080306376,-0.02404660341271938,-0.02404660341271938,0.034534578896785635,2.1981311550351483,2.1981311550351483,-3.5525782974790303
114,0.2112994230612097,0.04819120484884912,0.0240956024244248,2.1981311550351483,2.1981311550351483,-3.5525782974790303,-0.023903796680260013,-0.023903796680260013,0.034345439774754946,2.2100830533752784,2.2100830533752784,-3.569751017366408
115,0.21014151966562555,0.047918215540743894,0.023959107770371815,2.2100830533752784,2.2100830533752784,-3.569751017366408,-0.023762879542476197,-0.023762879542476197,0.0341585493296879,2.2219644931465163,2.2219644931465163,-3.586830292031252
116,0.20899667511995915,0.04764863544670418,0.023824317723352,2.2219644931465163,2.2219644931465163,-3.586830292031252,-0.02362381182510318,-0.02362381182510318,0.03397386480277368,2.2337763990590678,2.2337763990590678,-3.603817224432639
117,0.2078646539748446,0.04738239599231513,0.023691197996157515,2.2337763990590678,2.2337763990590678,-3.603817224432639,-0.023486554502945747,-0.023486554502945747,0.03379134452981826,2.2455196763105407,2.2455196763105407,-3.620712896697548
118,0.20674522673815948,0.04711943046924941,0.023559715234624853,2.2455196763105407,2.2455196763105407,-3.620712896697548,-0.023351069659842974,-0.023351069659842974,0.033610947907322566,2.2571952111404623,2.2571952111404623,-3.6375183706512093
119,0.2056381696820431,0.046859673973217386,0.023429836986609016,2.2571952111404623,2.2571952111404623,-3.6375183706512093,-0.023217320450239068,-0.023217320450239068,0.033432635359750634,2.268803871365582,2.268803871365582,-3.654234688331085
120,0.20454326465742728,0.0466030633442938,0.023301531672146995,2.268803871365582,2.268803871365582,-3.654234688331085,-0.023085271062289074,-0.023085271062289074,0.033256368307942735,2.2803465068967266,2.2803465068967266,-3.6708628724850563
121,0.20346029891574283,0.04634953710951987,0.023174768554759702,2.2803465068967266,2.2803465068967266,-3.6708628724850563,-0.02295488668243114,-0.02295488668243114,0.03308210913863036,2.291823950237942,2.291823950237942,-3.6874039270543713
122,0.20238906493748116,0.04609903542768487,0.023049517713842293,2.291823950237942,2.291823950237942,-3.6874039270543713,-0.02282613346136067,-0.02282613346136067,0.03290982117501167,2.3032370169686223,2.3032370169686223,-3.703858837641877
123,0.20132936026730747,0.04585150003619494,0.022925750018097685,2.3032370169686223,2.3032370169686223,-3.703858837641877,-0.022698978481344577,-0.022698978481344577,0.03273946864834701,2.3145865062092947,2.3145865062092947,-3.7202285719660506
124,0.20028098735543723,0.045606874199941826,0.0228034370999707,2.3145865062092947,2.3145865062092947,-3.7202285719660506,-0.022573389724816727,-0.022573389724816727,0.032571016670536954,2.325873201071703,2.325873201071703,-3.736514080301319
